Job title,Job location,Department,Offered salary,Description of the company,Job description,Requirements/qualifications,Offered benefits,"Full-time, part-time, etc.",Experience required,Sector,Job function,fraudulent
Fake Job Title 589,Remote,Operations,$5000/month,This is a fake company profile for job 589.,This is a suspicious job description for position 589.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 270,"New York, NY",HR,$3000/month,This is a reputable company profile for job 270.,This is a genuine job description for position 270.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 630,"New York, NY",HR,$3000/month,This is a reputable company profile for job 630.,This is a genuine job description for position 630.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1731,Remote,Operations,$3000/month,This is a reputable company profile for job 1731.,This is a genuine job description for position 1731.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1034,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1034.,This is a genuine job description for position 1034.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 315,Remote,Operations,$5000/month,This is a fake company profile for job 315.,This is a suspicious job description for position 315.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 287,Remote,Operations,$3000/month,This is a reputable company profile for job 287.,This is a genuine job description for position 287.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1327,Remote,Operations,$3000/month,This is a reputable company profile for job 1327.,This is a genuine job description for position 1327.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 930,"New York, NY",HR,$5000/month,This is a fake company profile for job 930.,This is a suspicious job description for position 930.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 301,Remote,Operations,$3000/month,This is a reputable company profile for job 301.,This is a genuine job description for position 301.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1166,"New York, NY",HR,$5000/month,This is a fake company profile for job 1166.,This is a suspicious job description for position 1166.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 888,"New York, NY",HR,$5000/month,This is a fake company profile for job 888.,This is a suspicious job description for position 888.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1589,Remote,Operations,$5000/month,This is a fake company profile for job 1589.,This is a suspicious job description for position 1589.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1448,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1448.,This is a genuine job description for position 1448.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1473,Remote,Operations,$3000/month,This is a reputable company profile for job 1473.,This is a genuine job description for position 1473.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 818,"New York, NY",HR,$5000/month,This is a fake company profile for job 818.,This is a suspicious job description for position 818.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 770,"New York, NY",HR,$5000/month,This is a fake company profile for job 770.,This is a suspicious job description for position 770.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1187,Remote,Operations,$3000/month,This is a reputable company profile for job 1187.,This is a genuine job description for position 1187.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 66,"New York, NY",HR,$3000/month,This is a reputable company profile for job 66.,This is a genuine job description for position 66.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 941,Remote,Operations,$5000/month,This is a fake company profile for job 941.,This is a suspicious job description for position 941.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1881,Remote,Operations,$3000/month,This is a reputable company profile for job 1881.,This is a genuine job description for position 1881.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 891,Remote,Operations,$3000/month,This is a reputable company profile for job 891.,This is a genuine job description for position 891.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1076,"New York, NY",HR,$5000/month,This is a fake company profile for job 1076.,This is a suspicious job description for position 1076.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1467,Remote,Operations,$5000/month,This is a fake company profile for job 1467.,This is a suspicious job description for position 1467.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1767,Remote,Operations,$3000/month,This is a reputable company profile for job 1767.,This is a genuine job description for position 1767.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 511,Remote,Operations,$5000/month,This is a fake company profile for job 511.,This is a suspicious job description for position 511.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 105,Remote,Operations,$5000/month,This is a fake company profile for job 105.,This is a suspicious job description for position 105.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 9,Remote,Operations,$5000/month,This is a fake company profile for job 9.,This is a suspicious job description for position 9.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 231,Remote,Operations,$3000/month,This is a reputable company profile for job 231.,This is a genuine job description for position 231.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 504,"New York, NY",HR,$3000/month,This is a reputable company profile for job 504.,This is a genuine job description for position 504.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 96,"New York, NY",HR,$5000/month,This is a fake company profile for job 96.,This is a suspicious job description for position 96.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 749,Remote,Operations,$5000/month,This is a fake company profile for job 749.,This is a suspicious job description for position 749.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 381,Remote,Operations,$3000/month,This is a reputable company profile for job 381.,This is a genuine job description for position 381.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1036,"New York, NY",HR,$5000/month,This is a fake company profile for job 1036.,This is a suspicious job description for position 1036.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1526,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1526.,This is a genuine job description for position 1526.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1044,"New York, NY",HR,$5000/month,This is a fake company profile for job 1044.,This is a suspicious job description for position 1044.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 116,"New York, NY",HR,$5000/month,This is a fake company profile for job 116.,This is a suspicious job description for position 116.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
